random_state,metric,ACC,ROC-AUC,RP-AUC
199999999,2.930360231604934,0.9792107117688513,0.9792277219340814,0.9719217979020014
199999998,2.9281478492537723,0.976215644820296,0.9770075718906321,0.974924632542844
199999997,2.879712894484791,0.9681113460183227,0.966633260046263,0.9449682884202052
199999996,2.942525610965506,0.9813248766737139,0.9818451410174369,0.9793555932743551
199999995,2.442009357362313,0.8044397463002114,0.8140957678584323,0.8234738432036693
199999994,2.9119601931228414,0.9726920366455251,0.9730505680785425,0.9662175883987738
199999993,1.819154387008815,0.6272022551092319,0.6066914498141264,0.5852606820854567
199999992,2.9424786869049875,0.9825581395348837,0.9826671928728118,0.9772533544972922
199999991,2.913590385833207,0.9769203664552502,0.9759822168882294,0.9606878024897273
199999990,2.889519024684989,0.9709302325581395,0.9695151101671493,0.9490736819597004
199999989,2.9316598817881734,0.9779774489076815,0.9785346486827001,0.9751477841977918
199999988,2.910347887620484,0.969168428470754,0.970530754425236,0.9706487047244942
199999987,2.5935233894894707,0.857646229739253,0.8646466658532882,0.8712304938969295
199999986,2.920693710610121,0.9785059901338972,0.9777656324308981,0.9644220880453257
199999985,2.941204945538867,0.9839675828047921,0.9834724376707162,0.9737649250633588
199999984,1.8471198928332218,0.5956659619450317,0.6157066309444073,0.6357472999437828
199999983,2.825335165013028,0.9392177589852009,0.942101429969349,0.9440159760584785
199999982,2.2197268730756536,0.7688513037350246,0.7561338289962826,0.6947417403443462
199999981,2.9370447987053607,0.9823819591261451,0.9820022558806027,0.972660583698613
199999980,2.6328430110470755,0.8994009866102889,0.8938845965185735,0.8395574279182131
199999979,2.858611729399723,0.9624735729386892,0.9606853046559285,0.9354528518051052
199999978,2.927641392769218,0.9765680056377731,0.977195063953966,0.9738783231774787
199999977,2.924821443569365,0.9749823819591261,0.975853860767846,0.9739852008423926
199999976,2.7883935322405757,0.9437984496124031,0.9407615962471709,0.9038334863810018
199999975,2.948267936896068,0.9848484848484849,0.9847703159975798,0.978649136050003
199999974,2.9397694907231102,0.9800916138125441,0.9807467064392195,0.9789311704713467
199999973,2.8494475803720505,0.9476744186046512,0.9501389383417534,0.9516342234256456
199999972,2.9143411267858923,0.971106412966878,0.9722252793083959,0.9710094345106184
199999971,2.897395786549473,0.970754052149401,0.9702689378188672,0.9563727965812049
199999970,2.951323116407745,0.9841437632135307,0.98459801253433,0.9825813406598847
199999969,2.945492370132216,0.983615221987315,0.9836718814193622,0.9782052667255388
199999968,2.91189650864621,0.9767441860465116,0.9756857901931442,0.9594665324065544
199999967,2.9384488997324234,0.9825581395348837,0.9822618315459755,0.9736289286515641
199999966,2.899392747591862,0.9659971811134602,0.9673324336370224,0.9660631328413792
199999965,2.9463870074413774,0.9850246652572234,0.984698232395541,0.9766641097886128
199999964,2.6583257237732827,0.8803735024665257,0.8862474696041254,0.8917047517026316
199999963,2.911397734504112,0.9698731501057083,0.9711084192153221,0.9704161651830817
199999962,2.938123205329209,0.981677237491191,0.981645697268791,0.9748002705692267
199999961,2.8836499073239894,0.9600070472163496,0.9617681771438957,0.9618746829637441
199999960,2.8900619211564873,0.9621212121212122,0.9638144052667094,0.9641263037685656
199999959,2.912593848461799,0.9702255109231853,0.9714617409123618,0.9709065966262519
199999958,2.9032113586474453,0.9733967582804792,0.9725964040366818,0.9572181963302843
199999957,2.8769260537457635,0.9675828047921071,0.9659835116541381,0.9433597372995184
199999956,2.9316296283666263,0.9818534178999295,0.9810945502804911,0.968681660186206
199999955,2.1870311925976544,0.7577519379844961,0.74447906836613,0.6848001862470283
199999954,2.861116924249907,0.9633544749823819,0.9615225451113872,0.9362399041561373
199999953,2.9494057889734107,0.9853770260747005,0.9852358092411427,0.9787929536575674
199999952,2.9424041941325756,0.9822057787174067,0.9824244242649092,0.9777739911502598
199999951,1.5432016075016746,0.48907681465821,0.5144005358338914,0.539724257009573
199999950,2.899414267818347,0.9654686398872445,0.9669774934825967,0.9669681344485059
199999949,2.9552925337699714,0.985200845665962,0.9856948286551614,0.9843968594488479
199999948,2.9377667252614725,0.983262861169838,0.9826552411874995,0.9718486229041349
199999947,2.9026824176026143,0.974277660324172,0.973101985224729,0.9553027720537135
199999946,2.844170132394398,0.9584214235377027,0.9564839137785502,0.9292647950781455
199999945,2.839853349094809,0.9575405214940098,0.9554255671448171,0.9268872604559817
199999944,2.8770477640216154,0.957892882311487,0.9597035235062261,0.9594513582039024
199999943,1.5276289350301406,0.483615221987315,0.5092096450100468,0.5348040680327788
199999942,2.928867836290329,0.9793868921775899,0.9791924893617551,0.970288454750984
199999941,2.786345418906698,0.9254756871035941,0.9290589043790477,0.9318108274240564
199999940,2.9408896546865684,0.9811486962649754,0.981567139837208,0.9781738185843853
199999939,2.920872381140878,0.9772727272727273,0.9769804316052358,0.9666192222629147
199999938,2.9400212096722433,0.983615221987315,0.9831191159736763,0.9732868717112519
199999937,2.835574986030256,0.9427413671599718,0.9454688173060404,0.947364801564244
199999936,2.8423071602855403,0.9582452431289641,0.9561506360537527,0.9279112811028234
199999935,2.9370268347355095,0.981677237491191,0.9815351441796537,0.9738144530646649
199999934,2.915727540992158,0.9714587737843552,0.9725970265202918,0.9716717406875112
199999933,2.9455646382588467,0.9846723044397463,0.9843817617282136,0.976510572090887
199999932,2.942231318583936,0.9834390415785764,0.9832280506054275,0.9755642263999321
199999931,2.9291483259807056,0.9770965468639887,0.9776974082272414,0.9743543708894754
199999930,2.9055939150562233,0.96723044397463,0.9687625274826516,0.9696009435989421
199999929,2.9256948017294286,0.9756871035940803,0.9764131000430758,0.9735945980922727
199999928,2.941062199944138,0.9837914023960536,0.9833418406093368,0.9739289569387476
199999927,2.9558973407083484,0.9866102889358703,0.986702754116484,0.9825842976559943
199999926,2.939885027140896,0.9807963354474982,0.9812322436550245,0.9778564480383733
199999925,2.7901712332543855,0.9268851303735025,0.9303800635929257,0.9329060392879576
199999924,2.060249211143627,0.7140591966173362,0.6983271375464684,0.647862876979822
199999923,2.9137614205547897,0.9769203664552502,0.9760006424030855,0.9608404116964541
199999922,2.8836910165587724,0.969168428470754,0.9677485016819508,0.9467740864060675
199999921,2.770121633134983,0.9201902748414377,0.9239249085571577,0.926006449736388
199999920,2.9255204637424828,0.9774489076814659,0.9775716665380201,0.9704998895229968
199999919,2.8745791332886386,0.9667019027484144,0.9651646967135356,0.9427125338266888
199999918,2.944656329762809,0.9846723044397463,0.9842896341539328,0.9756943911691301
199999917,2.939337294087222,0.9797392529950669,0.9804670868016045,0.9791309542905509
199999916,2.935718235633986,0.9818534178999295,0.9815183371221836,0.972346480611873
199999915,2.860615883634357,0.9631782945736435,0.9613550970202955,0.9360824920404178
199999914,2.936810559111857,0.9793868921775899,0.9799847865005715,0.9774388804336958
199999913,2.916215310918161,0.9721634954193094,0.9731194147658093,0.9709324007330425
199999912,2.946552126707216,0.9837914023960536,0.9838946060550225,0.9788661182561399
199999911,2.9375290578286712,0.9818534178999295,0.9817025922707454,0.973973047657996
199999910,2.911080920570534,0.9760394644115574,0.9751449764327705,0.9598964797262062
199999909,2.817974790341912,0.9515503875968992,0.9491242900574427,0.9173001126875698
199999908,2.940137559114395,0.9806201550387597,0.9811384976233577,0.9783789064522775
199999907,2.9346780964315955,0.9785059901338972,0.979184397074825,0.9769877092228735
199999906,2.5948275640986824,0.8881254404510218,0.8819886857379045,0.824713437909756
199999905,2.9395379510089152,0.9825581395348837,0.9823723846351126,0.974607426838919
199999904,2.939409457021434,0.9795630725863284,0.9803549152550813,0.9794914691800244
199999903,2.8830438830061116,0.969168428470754,0.967674799622526,0.9462006549128315
199999902,2.8495312362997254,0.948907681465821,0.9509794157119843,0.9496441391219199
199999901,2.9461263396783135,0.9839675828047921,0.9839699265718334,0.978188830301688
199999900,2.934974816765621,0.9811486962649754,0.9809775233618098,0.9728485971388356
199999899,2.8934240834006326,0.9647639182522904,0.9659207653062495,0.9627393998420928
199999898,2.8299335728994355,0.9406272022551092,0.9434962912426516,0.9458100794016749
199999897,2.929620008041251,0.9800916138125441,0.9797333031221289,0.9697950911065785
199999896,2.847710643023981,0.9482029598308668,0.9503280488624734,0.9491796343306411
199999895,2.890801957135209,0.9626497533474278,0.9642430474805599,0.9639091563072215
199999894,2.3306830243057197,0.7653276955602537,0.7769407171509174,0.788414611594549
199999893,2.7381983794082845,0.9083861874559549,0.9128717160877153,0.9169404758646141
199999892,2.856751521641797,0.9499647639182522,0.9523894655853711,0.9543972921381736
199999891,2.930225194757292,0.9767441860465116,0.977565192708476,0.9759158160023043
199999890,2.949435536964807,0.983615221987315,0.9840588172313424,0.98176149774615
199999889,2.923071558918882,0.9741014799154334,0.975090322371812,0.9738797566316365
199999888,2.8906852680787067,0.9712825933756166,0.9698684318641889,0.9495342428389014
199999887,2.7455306943263826,0.9318181818181818,0.9281221910427099,0.8855903214654908
199999886,2.9281959889236466,0.9800916138125441,0.9795858990032793,0.9685184761078233
199999885,2.9411006545711667,0.983615221987315,0.9832296690628136,0.9742557635210379
199999884,2.928520980783153,0.9802677942212826,0.9797349215795147,0.9685182649823556
199999883,2.95081069224989,0.9844961240310077,0.9847855045976639,0.9815290636212184
199999882,2.90974622060837,0.9755109231853418,0.9746610576743513,0.9595742397486766
199999881,2.913215865961543,0.9705778717406625,0.971759786064833,0.9708782081560473
199999880,2.8567635539727063,0.9508456659619451,0.9529871743476994,0.9529307136630619
199999879,2.7654774593439178,0.9374559548978154,0.9340517209181882,0.8939697835279142
199999878,2.93177349806897,0.9809725158562368,0.9805336925478753,0.9702672896648575
199999877,2.911080920570534,0.9760394644115574,0.9751449764327705,0.9598964797262062
199999876,2.9179232160195623,0.9769203664552502,0.9764428547596342,0.9645599948046779
199999875,2.9035077043563335,0.9667019027484144,0.9682049066648076,0.9686008949431114
199999874,2.9468138071730947,0.9841437632135307,0.9841558001777814,0.9785142437817828
199999873,2.9102158179189943,0.9763918252290346,0.975277191951536,0.9585468007384237
